0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0
0,0,745.0,0,0,0,1225.0,0.0,2340.0,0.0,2790.0,0.0,4420.0,0.0,5105.0,0,5545.0,0.0,0,0,360.0,0.0,1705.0,0.0,2980.0,0,3695.0,0,4415.0,0.0,5870.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,50.0,0.0,1165.0,0.0,1615.0,0.0,3245.0,0.0,3930.0,0,4370.0,0.0,0,0,0.0,0.0,530.0,0.0,1805.0,0,2520.0,0,3240.0,0.0,4695.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0
0,0,475.0,0,0,0,955.0,0.0,2070.0,0.0,2520.0,0.0,4150.0,0.0,4835.0,0,5275.0,0.0,0,0,90.0,0.0,1435.0,0.0,2710.0,0,3425.0,0,4145.0,0.0,5600.0,0,0
0,0,0.0,0,0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4330.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,60.0,0.0,510.0,0.0,2140.0,0.0,2825.0,0,3265.0,0.0,0,0,0.0,0.0,0.0,0.0,700.0,0,1415.0,0,2135.0,0.0,3590.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,20.0,0.0,450.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,30.0,0.0,1660.0,0.0,2345.0,0,2785.0,0.0,0,0,0.0,0.0,0.0,0.0,220.0,0,935.0,0,1655.0,0.0,3110.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1230.0,0.0,1915.0,0,2355.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,505.0,0,1225.0,0.0,2680.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,465.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,790.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0
