0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,360.0,0.0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,530.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,475.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,90.0,0.0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,10.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,60.0,0.0,510.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,20.0,0.0,450.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,30.0,0.0,0,0,0.0,0.0,0.0,0.0,220.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,575.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,190.0,0.0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,190.0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,70.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,30.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,50.0,0.0,0,0,0.0,0.0,0.0,0.0,240.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
